レセプト電算処理システムコード,薬価基準収載医薬品コード,レセプト電算処理システム医薬品名
620573607,2612702X1012,ヨウ素「ニッコー」
620573713,2612703X1017,ヨードチンキ「ニッコー」
620573745,2612703X1378,ヨードチンキ「日医工」
620574614,2614700X1018,オキシドール「ニッコー」
620574625,2614700X1018,オキシドール「東海」
620574658,2614700X1018,オキシドール「ＮｉｋＰ」
620574707,2614701X1012,過マンガン酸カリウム「ニッコー」
620574707,2614701X1136,過マンガン酸カリウム「ニッコー」
620574806,2615700X1210,イソプロパノール「マルイシ」
620574812,2615700X1295,イソプロパノール「ニッコー」
620574813,2615700X1252,イソプロパノール（山善）
620574821,2615700X1171,イソプロパノール「東海」
620574839,2615700X1090,イソプロパノール「コザカイ・Ｍ」
620575101,2615701Q1538,イソプロパノール消毒液５０％「イマヅ」
620577201,2615701Q1546,イソプロパノール消毒液５０％「昭和」
620579806,2615702X1014,エタノール「ＮＰ」
620579827,2615702X1014,エタノール「東海」
620579853,2615702X1014,エタノール「日医工」
620579908,2615703X1019,消毒用エタノール「ＮＰ」
620579918,2615703X1019,消毒用エタノール「ヤマゼン」Ｍ
620579926,2615703X1019,消毒用エタノール「コザカイ・Ｍ」
620579930,2615703X1019,消毒用エタノール「東海」
620579963,2615703X1019,消毒用エタノール「日医工」
620580006,2615704X1013,無水エタノール「ＮＰ」
620580024,2615704X1013,無水エタノール「東海」
620580044,2615704X1013,無水エタノール「日医工」
620580107,2616700Q1018,オスバン消毒液１０％
620580107,2616700Q1646,オスバン消毒液１０％
620580109,2616700Q1018,ベンザルコニウム塩化物消毒用液１０％「ＮＰ」
620580110,2616700Q1018,ホエスミン消毒液１０％
620580110,2616700Q1638,ホエスミン消毒液１０％
620580116,2616700Q1018,ベンザルコニウム塩化物消毒液１０Ｗ／Ｖ％「ニッコー」　１０％
620580117,2616700Q1018,塩化ベンザルコニウム液「ニッコー」　１０％
620580119,2616700Q1140,塩化ベンザルコニウム液（山善）　１０％
620580132,2616700Q1018,ベンザルコニウム塩化物液１０％「東豊」
620580138,2616700Q1018,ベンザルコニウム塩化物消毒液１０％「カネイチ」
620580157,2616700Q1018,ベンザルコニウム塩化物液１０％「コザカイ」
620580167,2616700Q1018,塩化ベンザルコニウム液１０ｗ／ｖ％「日医工」　１０％
620580169,2616700Q1700,ベンザルコニウム塩化物消毒用液１０Ｗ／Ｖ％「ファイザー」　１０％
620580301,2616700Q3169,ホエスミン消毒液５０％
620580401,2616700Q4017,オスバン消毒液０．０２５％
620580406,2616700Q4017,ベンザルコニウム塩化物消毒液０．０２５ＯＲＹ　０．０２５％
620580407,2616700Q4017,ベンザルコニウム塩化物消毒液０．０２５日医工　０．０２５％
620580501,2616700Q5013,オスバン消毒液０．０５％
620580508,2616700Q5013,ベンザルコニウム塩化物消毒液０．０５Ｗ／Ｖ％ＯＲＹ　０．０５％
620580509,2616700Q5013,ベンザルコニウム塩化物消毒液０．０５Ｗ／Ｖ％日医工　０．０５％
620580601,2616700Q6010,オスバン消毒液０．１％
620580610,2616700Q6010,ベンザルコニウム塩化物消毒液０．１Ｗ／Ｖ％「ＯＲＹ」　０．１％
620580611,2616700Q6010,ベンザルコニウム塩化物消毒液０．１Ｗ／Ｖ％「日医工」　０．１％
620581713,2616703Q1321,クレゾール石ケン液「ニッコー」
620581713,2616703Q1011,クレゾール石ケン液「ニッコー」
620581714,2616703Q1259,クレゾール石ケン液（山善）
620581740,2616703Q1089,クレゾール石ケン液（小堺）
620581753,2616703Q1399,クレゾール石ケン液「日医工」
620581753,2616703Q1011,クレゾール石ケン液「日医工」
620582501,2619700Q1257,アクリノール消毒液０．１％「ニッコー」
620582905,2619700Q1265,アクリノール液０．１％「日医工」
620584901,2619702Q1272,クロルヘキシジングルコン酸塩消毒用液ＥＷ０．５％「ＮＰ」
620587801,2619702Q3232,クロルヘキシジングルコン酸塩消毒用液５％「ＮＰ」
620588702,2619702Q3240,グルコン酸クロルヘキシジン消毒用液５Ｗ／Ｖ％「ファイザー」　５％
620588901,2619702Q3216,ラポテック消毒液５％
620590818,2619704X1012,フェノール「東海」
620590919,2619705X1017,液状フェノール「東海」
620590933,2619705X1289,液状フェノール「日医工」
620591209,2619708X1010,ホルマリン「ニッコー」
620591211,2619708X1193,ホルマリン（山善）
620591703,2619714X1245,アクリノール水和物「シオエ」原末
620591712,2619714X1016,アクリノール「ニッコー」
620592203,2619716Q1240,アルキルジアミノエチルグリシン消毒１０Ｗ／Ｗ％ファイザー　１０％
620592801,2619716Q1231,アルキルジアミノエチルグリシン塩酸塩消毒用液１０％「ＮＰ」
620594301,2619806Q1031,ネオプロパノール消毒液
620594801,2619810X1067,消毒用アルコール配合液「ＮＰ」
620596301,2619819X1149,ハイポエタノール液２％「ニッコー」
620597801,2633701M1054,テラジアパスタ５％
620598901,2634706Q1030,クロロマイセチン局所用液５％　５０ｍｇ
620599402,2634710M1093,ゲンタマイシン硫酸塩軟膏０．１％「Ｆ」　１ｍｇ
620600001,2634711S1046,ソフラチュール貼付剤１０ｃｍ　１０．８ｍｇ１０ｃｍ×１０ｃｍ
620600201,2634711S2034,ソフラチュール貼付剤３０ｃｍ　３２．４ｍｇ１０ｃｍ×３０ｃｍ
620602118,2643700X1010,アンモニア水「東海」
620604401,2646700M1155,テクスメテン軟膏０．１％
620604501,2646700M1163,ネリゾナ軟膏０．１％
620604701,2646700N1142,テクスメテン　ユニバーサル　クリーム０．１％
620604801,2646700N1150,ネリゾナクリーム０．１％
620604901,2646700N1169,ネリゾナユニバーサルクリーム０．１％
620605001,2646700Q1050,ネリゾナソリューション０．１％
620605401,2646701M2172,ケリグロール軟膏０．１２％
620605401,2646701M2016,ケリグロール軟膏０．１２％
620605406,2646701M2199,ベタメタゾン吉草酸エステル軟膏０．１２％「トーワ」
620605501,2646701M2180,ベトネベート軟膏０．１２％
620605801,2646701N2151,ケリグロールクリーム０．１２％
620605801,2646701N2011,ケリグロールクリーム０．１２％
620606101,2646701N2160,ベトネベートクリーム０．１２％
620606901,2646703M1140,ダイプロセル軟膏０．０６４％
620607601,2646703N1120,ダイプロセルクリーム０．０６４％
620608511,2649704M1015,亜鉛華軟膏「ニッコー」
620608525,2649704M1015,亜鉛華軟膏「日医工」
620608700,2646704N1019,デキサメサゾンクリーム０．１％「イワキ」
620608718,2646704N1019,デキサメタゾンクリーム０．１％「マヤ」
620608720,2646704M2249,ビスオＤＳ軟膏０．１％
620611201,2646708M1259,グリコベース軟膏０．０５％
620611601,2646708M1267,ビスコザール軟膏０．０５％
620611602,2646708M1283,フルオシノニド軟膏０．０５％「テイコク」
620612101,2646708N1297,グリコベースクリーム０．０５％
620612701,2646708N1300,ビスコザールクリーム０．０５％
620612702,2646708N1319,フルオシノニドクリーム０．０５％「テイコク」
620613701,2646709M1148,フルポロン軟膏０．０２５％
620614501,2646709S1031,フルベアンコーワテープ８μｇ／ｃｍ２　０．４ｍｇ５ｃｍ×１０ｃｍ
620614801,2646712N1064,プレドニゾロンクリーム０．５％「マヤ」
620615201,2646712N1056,プレドニゾロンクリーム０．５％「タツミ」
620615601,2646712N1048,ビスオクリーム０．５％
620615602,2646712N1080,プレドニゾロンクリーム０．５％「テイコク」
620615901,2646713M1195,グリジール軟膏０．０５％
620615901,2646713M1012,グリジール軟膏０．０５％
620615908,2646713M1209,クロベタゾールプロピオン酸エステル軟膏０．０５％「ＭＹＫ」
620616601,2646713N1174,グリジールクリーム０．０５％
620616601,2646713N1018,グリジールクリーム０．０５％
620616609,2646713N1182,クロベタゾールプロピオン酸エステルクリーム０．０５％「ＭＹＫ」
620617603,2646713Q1138,クロベタゾールプロピオン酸エステルローション０．０５％「ＭＹＫ」
620617701,2646714M1190,ベクラシン軟膏０．０２５％
620618001,2646714M1181,プロパデルム軟膏０．０２５％
620618201,2646714N1179,ベクラシンクリーム０．０２５％
620618501,2646714N1160,プロパデルムクリーム０．０２５％
620620901,2646720M1080,リドメックスコーワ軟膏０．３％
620621301,2646720N1093,リドメックスコーワクリーム０．３％
620621701,2646720Q1065,リドメックスコーワローション０．３％
620623901,2646723M1172,ダイアコート軟膏０．０５％
620624001,2646723M1164,カイノチーム軟膏０．０５％
620624401,2646723N1151,ダイアコートクリーム０．０５％
620624501,2646723N1143,カイノチームクリーム０．０５％
620625001,2646724M1053,ザルックス軟膏０．１２％
620625201,2646724N1059,ザルックスクリーム０．１２％
620625401,2646725M1201,マイザー軟膏０．０５％
620625902,2646725M1210,ジフルプレドナート軟膏０．０５％「ＫＮ」
620626001,2646725M1198,フルナート軟膏０．０５％
620626201,2646725N1150,マイザークリーム０．０５％
620626701,2646725N1142,フルナートクリーム０．０５％
620630401,2647707M1049,フルコートＦ軟膏
620631201,2647709M1145,ベトノバールＧ軟膏０．１２％
620631801,2647709N1078,ベトノバールＧクリーム０．１２％
620632704,2649705X1121,亜鉛華デンプン「マルイシ」
620632708,2649705X1016,亜鉛華デンプン「ニッコー」
620632715,2649705X1059,亜鉛華デンプン「コザカイ・Ｍ」
620633211,2649708X1010,酸化亜鉛「ニッコー」
620633212,2649708X1206,酸化亜鉛（山善）
620633225,2649708X1010,酸化亜鉛「コザカイ・Ｍ」
620633225,2649708X1087,酸化亜鉛（小堺）
620633229,2649708X1281,酸化亜鉛「日医工」
620633230,2649708X1290,酸化亜鉛「ファイザー」原末
620633339,2649709X1324,チンク油「日医工」
620634501,2649710S1036,ボチシート２０％
620634709,2649712X1016,トウガラシチンキ「ニッコー」
620634911,2649715X1010,次没食子酸ビスマス「ニッコー」
620637201,2649719N1130,ミカメタン－クリーム１％
620638601,2649719S1312,コリフメシンパップ７０ｍｇ　１０ｃｍ×１４ｃｍ
620638901,2649719S1320,テンポラルパップ７０ｍｇ　１０ｃｍ×１４ｃｍ
620640001,2649725M1181,エンチマック軟膏５％
620640801,2649725N1152,エンチマッククリーム５％
620640901,2649725N1160,サリベドールクリーム５％
620641601,2649726M1070,ベンダザック軟膏３％「イワキ」
620642101,2649727M1059,フエナゾール軟膏５％
620642301,2649727N1054,フエナゾールクリーム５％
620642401,2649728M1070,スタデルム軟膏５％
620642601,2649728N1075,スタデルムクリーム５％
620643801,2649729S1200,リフェロンテープ３０ｍｇ　１０ｃｍ×１４ｃｍ
620643802,2649729S1219,ケトプロフェンテープ３０ｍｇ「サワイ」　１０ｃｍ×１４ｃｍ
620644101,2649729S1197,ケトプロフェンパップ３０ｍｇ「日医工」　１０ｃｍ×１４ｃｍ
620644301,2649729S1227,ケトプロフェンパップ３０ｍｇ「三和」　１０ｃｍ×１４ｃｍ
620644501,2649729S2274,ケトプロフェンテープ２０ｍｇ「三和」　７ｃｍ×１０ｃｍ
620644601,2649729S2193,ライラテープ２０ｍｇ　７ｃｍ×１０ｃｍ
620644603,2649729S2223,ケトプロフェンテープ２０ｍｇ「テイコク」　７ｃｍ×１０ｃｍ
620644701,2649729S2207,レイナノンテープ２０ｍｇ　７ｃｍ×１０ｃｍ
620644702,2649729S2240,ケトプロフェンテープ２０ｍｇ「ＳＮ」　７ｃｍ×１０ｃｍ
620644901,2649730M1077,フェルデン軟膏０．５％
620645301,2649731M1080,スミルスチック３％
620645701,2649731Q1073,スミルローション３％
620646004,2649731S1267,フェルビナクパップ７０ｍｇ「ラクール」　１０ｃｍ×１４ｃｍ
620646101,2649731S1283,フェルビナクパップ７０ｍｇ「サワイ」　１０ｃｍ×１４ｃｍ
620646403,2649731S1275,フェルビナクパップ７０ｍｇ「東光」　１０ｃｍ×１４ｃｍ
620646901,2649732S1199,フルルバンパップ４０ｍｇ　１０ｃｍ×１４ｃｍ
620647101,2649732S2063,フルルビプロフェンテープ４０ｍｇ「ユートク」　１０ｃｍ×１４ｃｍ
620647301,2649732S2055,ヤクバンテープ４０ｍｇ　１０ｃｍ×１４ｃｍ
620647401,2649733M1097,スルプロチン軟膏１％
620647701,2649733N1092,スルプロチンクリーム１％
620648501,2649806X1035,アスモロールパップ
620649701,2649844S1033,ヤンヤン冷パップ
620649801,2649845S1038,ヤンヤン温パップ
620651401,2649865M1133,モービリン軟膏
620654001,2649892S1032,ローテルリーフパップ
620654701,2649950M1151,ビーソフテンゲル０．３％
620654801,2649950M1178,ヘパリン類似物質ゲル０．３％「アメル」
620655801,2652700X1132,サリチル酸原末「マルイシ」
620656501,2655700N1184,コトゾールクリーム１％
620656502,2655700N1192,クロトリマゾールクリーム１％「イワキ」
620656502,2655700N1010,クロトリマゾールクリーム１％「イワキ」
620656601,2655700N1176,エンペシドクリーム１％
620657001,2655700Q2128,エンペシド外用液１％
620657601,2655702N1078,アムリードクリーム１％
620657701,2655702N1086,ミコナゾール硝酸塩クリーム１％「タイヨー」
620658101,2655703N1056,アデスタンクリーム１％
620659101,2655708N1261,マイコスポールクリーム１％
620659301,2655708N1016,ビホナゾールクリーム１％「サワイ」
620659301,2655708N1300,ビホナゾールクリーム１％「サワイ」
620660401,2655708Q1179,マイコスポール外用液１％
620664141,2661700X1352,酢酸「日医工」
620664314,2661702X1238,氷酢酸（山善）
620664349,2661702X1416,氷酢酸「ＮｉｋＰ」
620664707,2663700X1012,硝酸銀「ファイザー」原末
620665201,2669701N1079,アセチロールクリーム１０％
620665301,2669701N1087,ベギンクリーム１０％
620665402,2669701N2067,ケラチナミンコーワクリーム２０％
620665602,2669701N2091,尿素クリーム２０％「ＳＮ」
620665701,2669701N2075,アセチロールクリーム２０％
620665901,2669701N2083,ベギンクリーム２０％
620666701,2679701Q1063,アロビックス外用液５％
620666801,2679701Q1071,カルプラニン外用液５％
620672913,2900002C1019,ガンマオリザノール細粒２０％「ツルハラ」
620672914,2900002C1019,γ－パルトックスン細粒２０％
620672920,2900002C1019,ガンマオリザノール細粒２０％「ＹＤ」
620673501,2900002F5282,γ－パルトックスン錠５０ｍｇ
620673513,2900002F5304,ガンマオリザノール錠５０ｍｇ「トーワ」
620673518,2900002F5290,ガンマオリザノール錠５０ｍｇ「ツルハラ」
620675301,3112001F1055,ワンアルファ錠０．２５μｇ
620675501,3112001F2051,ワンアルファ錠０．５μｇ
620675701,3112001F3058,ワンアルファ錠１．０μｇ　１μｇ
620675901,3112001M1208,ビタミロアルファカプセル０．２５μｇ
620675901,3112001M1011,ビタミロアルファカプセル０．２５μｇ
620675904,3112001M1291,アルファカルシドールカプセル０．２５μｇ「サワイ」
620675904,3112001M1011,アルファカルシドールカプセル０．２５μｇ「サワイ」
620675906,3112001M1232,アルファカルシドールカプセル０．２５μｇ「タイヨー」
620675906,3112001M1011,アルファカルシドールカプセル０．２５μｇ「タイヨー」
620675910,3112001M1305,アルファカルシドールカプセル０．２５μｇ「トーワ」
620675910,3112001M1011,アルファカルシドールカプセル０．２５μｇ「トーワ」
620675913,3112001M1267,アルファカルシドールカプセル０．２５μｇ「フソー」
620675913,3112001M1011,アルファカルシドールカプセル０．２５μｇ「フソー」
620675922,3112001M1275,アルファカルシドールカプセル０．２５μｇ「ＥＥ」
620675922,3112001M1011,アルファカルシドールカプセル０．２５μｇ「ＥＥ」
620675928,3112001M1011,アルファカルシドールカプセル０．２５μｇ「ＢＭＤ」
620675928,3112001M1313,アルファカルシドールカプセル０．２５μｇ「ＢＭＤ」
620675929,3112001M1283,アルファカルシドールカプセル０．２５μｇ「ＮｉｋＰ」
620675929,3112001M1011,アルファカルシドールカプセル０．２５μｇ「ＮｉｋＰ」
620675931,3112001M1259,アルファカルシドールカプセル０．２５μｇ「テバ」
620675931,3112001M1011,アルファカルシドールカプセル０．２５μｇ「テバ」
620676201,3112001M1321,アルファカルシドールカプセル０．２５μｇ「あすか」
620676301,3112001M2280,ビタミロアルファカプセル０．５μｇ
620676301,3112001M2018,ビタミロアルファカプセル０．５μｇ
620676305,3112001M2018,アルファカルシドールカプセル０．５μｇ「サワイ」
620676307,3112001M2018,アルファカルシドールカプセル０．５μｇ「タイヨー」
620676313,3112001M2018,アルファカルシドールカプセル０．５μｇ「トーワ」
620676317,3112001M2310,アルファカルシドールカプセル０．５μｇ「フソー」
620676317,3112001M2018,アルファカルシドールカプセル０．５μｇ「フソー」
620676327,3112001M2018,アルファカルシドールカプセル０．５μｇ「日医工」
620676337,3112001M2344,アルファカルシドールカプセル０．５μｇ「ＥＥ」
620676337,3112001M2018,アルファカルシドールカプセル０．５μｇ「ＥＥ」
620676345,3112001M2018,アルファカルシドールカプセル０．５μｇ「ＢＭＤ」
620676346,3112001M2352,アルファカルシドールカプセル０．５μｇ「ＮｉｋＰ」
620676346,3112001M2018,アルファカルシドールカプセル０．５μｇ「ＮｉｋＰ」
620676348,3112001M2018,アルファカルシドールカプセル０．５μｇ「テバ」
620676701,3112001M2387,アルファカルシドールカプセル０．５μｇ「あすか」
620676801,3112001M3278,ビタミロアルファカプセル１μｇ
620676801,3112001M3014,ビタミロアルファカプセル１μｇ
620676806,3112001M3014,アルファカルシドールカプセル１μｇ「サワイ」
620676808,3112001M3014,アルファカルシドールカプセル１μｇ「タイヨー」
620676815,3112001M3014,アルファカルシドールカプセル１μｇ「トーワ」
620676819,3112001M3308,アルファカルシドールカプセル１．０μｇ「フソー」　１μｇ
620676819,3112001M3014,アルファカルシドールカプセル１．０μｇ「フソー」　１μｇ
620676829,3112001M3014,アルファカルシドールカプセル１μｇ「日医工」
620676837,3112001M3332,アルファカルシドールカプセル１μｇ「ＥＥ」
620676837,3112001M3014,アルファカルシドールカプセル１μｇ「ＥＥ」
620676845,3112001M3014,アルファカルシドールカプセル１．０μｇ「ＢＭＤ」　１μｇ
620676846,3112001M3340,アルファカルシドールカプセル１μｇ「ＮｉｋＰ」
620676846,3112001M3014,アルファカルシドールカプセル１μｇ「ＮｉｋＰ」
620676848,3112001M3014,アルファカルシドールカプセル１μｇ「テバ」
620677201,3112001M3375,アルファカルシドールカプセル１．０μｇ「あすか」　１μｇ
620677501,3112001S1053,ワンアルファ内用液０．５μｇ／ｍＬ
620678104,3112004M1015,カルシトリオールカプセル０．２５μｇ「サワイ」
620678104,3112004M1201,カルシトリオールカプセル０．２５μｇ「サワイ」
620678110,3112004M1228,カルシトリオールカプセル０．２５μｇ「トーワ」
620678130,3112004M1015,カルシトリオールカプセル０．２５μｇ「ＹＤ」
620678130,3112004M1198,カルシトリオールカプセル０．２５μｇ「ＹＤ」
620678132,3112004M1015,カルシトリオールカプセル０．２５μｇ「クニヒロ」
620678136,3112004M1180,カルシトリオールカプセル０．２５μｇ「テバ」
620678136,3112004M1015,カルシトリオールカプセル０．２５μｇ「テバ」
620678704,3112004M2011,カルシトリオールカプセル０．５μｇ「サワイ」
620678704,3112004M2216,カルシトリオールカプセル０．５μｇ「サワイ」
620678710,3112004M2232,カルシトリオールカプセル０．５μｇ「トーワ」
620678729,3112004M2011,カルシトリオールカプセル０．５μｇ「ＹＤ」
620678729,3112004M2194,カルシトリオールカプセル０．５μｇ「ＹＤ」
620678732,3112004M2011,カルシトリオールカプセル０．５μｇ「クニヒロ」
620678734,3112004M2011,カルシトリオールカプセル０．５μｇ「ＢＭＤ」
620678734,3112004M2224,カルシトリオールカプセル０．５μｇ「ＢＭＤ」
620678738,3112004M2011,カルシトリオールカプセル０．５μｇ「テバ」
620678738,3112004M2208,カルシトリオールカプセル０．５μｇ「テバ」
620679403,3121001B1010,アクタミン散０．１％
620679404,3121001B1010,チアミン塩化物塩酸塩散０．１％「日新」
620680407,3121400A2019,チアミン塩化物塩酸塩注射液１０ｍｇ「トーワ」
620680408,3121400A2019,チアミン塩化物塩酸塩注１０ｍｇ「ＮＰ」
620680414,3121400A2019,チアミン塩化物塩酸塩注射液１０ｍｇ「日医工」
620680419,3121400A2019,チアミン塩化物塩酸塩注１０ｍｇ「日新」
620680420,3121400A2019,チアミン塩化物塩酸塩注射液１０ｍｇ「ツルハラ」
620680427,3121400A2019,チアミン塩化物塩酸塩注射液１０ｍｇ「ファイザー」
620680503,3121400A3015,チアミン塩化物塩酸塩注射液２０ｍｇ「トーワ」
620680508,3121400A3015,チアミン塩化物塩酸塩注２０ｍｇ「日新」
620680513,3121400A3015,チアミン塩化物塩酸塩注射液２０ｍｇ「ファイザー」
620680604,3121400A4011,チアミン塩化物塩酸塩注射液５０ｍｇ「ツルハラ」
620681601,3122004F2124,ジアノイナミン錠１０ｍｇ
620682801,3122007F2063,フルスルチアミン錠２５ｍｇ「トーワ」
620683301,3122008F1053,ベンフォチアミン錠２５ｍｇ「トーワ」
620683603,3122401A2053,フルスルチアミン注１０ｍｇ「トーワ」
620683903,3122401A3050,フルスルチアミン静注２５ｍｇ「トーワ」　１０ｍＬ
620684102,3122401A4137,フルスルチアミン注５０ｍｇ「日新」　２０ｍＬ
620684302,3122401A4153,フルスルチアミン静注５０ｍｇ「トーワ」　２０ｍＬ
620684401,3122401A4145,フルスルチアミン静注液５０ｍｇ「日医工」　２０ｍＬ
620687201,3123400D5060,コカルボキシラーゼ注射用２５ｍｇ「イセイ」　（溶解液付）
620687601,3123400D8158,コカルボキシラーゼ注射用５０ｍｇ「イセイ」　（溶解液付）
620688301,3131001F1220,ＦＡＤ腸溶錠５ｍｇ「わかもと」
620689001,3131001F2219,ＦＡＤ腸溶錠１０ｍｇ「わかもと」
620689109,3131001F3258,ＦＡＤ腸溶錠１５ｍｇ「わかもと」
620689802,3131002C1083,リボフラビン酪酸エステル細粒１０％「ツルハラ」
620690301,3131002D1151,リボフラビン酪酸エステル顆粒１０％「イセイ」
620690701,3131002F1322,リボフラビン酪酸エステル錠２０ｍｇ「イセイ」
620691002,3131002F1330,リボフラビン酪酸エステル錠２０ｍｇ「杏林」
620691102,3131002F1314,リボフラビン酪酸エステル錠２０ｍｇ「ツルハラ」
620693501,3131400A4280,ＦＡＤ注１０ｍｇ「わかもと」
620694501,3131400A5243,ＦＡＤ注２０ｍｇ「わかもと」
620694801,3131400A7050,ＦＡＤ注３０ｍｇ「わかもと」
620695105,3131401A3016,リボフラビン注射液１０ｍｇ「日医工」
620695916,3133001B1215,パンテチン散２０％「テバ」
620698003,3133001F3163,パンテチン錠１００ｍｇ「ＹＤ」
620699101,3133400A3083,パンテチン注２００ｍｇ「イセイ」
620700601,3134002B2078,アデロキシン散１０％
620701701,3134003F1396,リボビックス錠１０ｍｇ
620701702,3134003F1400,ピリドキサール錠１０ｍｇ「ツルハラ」
620703201,3134003F2155,リボビックス錠２０ｍｇ
620703202,3134003F2163,ピリドキサール錠２０ｍｇ「ツルハラ」
620703401,3134003F3348,リボビックス錠３０ｍｇ
620703412,3134003F3356,ピリドキサール錠３０ｍｇ「ツルハラ」
620703901,3134004B3022,アデロキザール散７．８％
620704103,3134400A1010,ピリドキシン塩酸塩注射液１０ｍｇ「日医工」
620705402,3134402A2210,ピリドキサール注３０ｍｇ「杏林」
620708407,3136004F1085,メコバラミン錠２５０μｇ「ＹＤ」　０．２５ｍｇ
620708607,3136004F2014,メコバラミン錠５００μｇ「ＳＷ」　０．５ｍｇ
620708607,3136004F2278,メコバラミン錠５００μｇ「ＳＷ」　０．５ｍｇ
620708613,3136004F2014,メコバラミン錠５００μｇ「ＴＣＫ」　０．５ｍｇ
620708625,3136004F2235,メコバラミン錠５００μｇ「ＹＤ」　０．５ｍｇ
620708625,3136004F2014,メコバラミン錠５００μｇ「ＹＤ」　０．５ｍｇ
620708634,3136004F2251,メコバラミン錠５００μｇ「ＮＰ」　０．５ｍｇ
620708634,3136004F2014,メコバラミン錠５００μｇ「ＮＰ」　０．５ｍｇ
620708812,3136004M1173,メコバラミンカプセル２５０μｇ「日新」　０．２５ｍｇ
620711309,3136402A3017,シアノコバラミン注１０００μｇ「ＮＰ」　１ｍｇ
620711313,3136402A3017,シアノコバラミン注射液１ｍｇ「日医工」
620711315,3136402A3017,シアノコバラミン注１０００μｇ「ＫＮ」　１ｍｇ
620711401,3136403A1248,メコバラミン注５００μｇ「イセイ」　０．５ｍｇ
620711408,3136403A1230,メコバラミン注射液５００μｇ「トーワ」　０．５ｍｇ
620711409,3136403A1221,メコバラミン注５００μｇ「ＮＰ」　０．５ｍｇ
620712101,3140001B3018,アスコルビン酸散「マルイシ」２０％
620712212,3140001X1012,アスコルビン酸「ニッコー」
620712401,3140400A2014,アスコルビン酸注１００ｍｇ「イセイ」
620712409,3140400A2014,アスコルビン酸注射液１００ｍｇ「トーワ」
620712410,3140400A2014,アスコルビン酸注１００ｍｇ「ＮＰ」
620712413,3140400A2014,アスコルビン酸注射液１００ｍｇ「ツルハラ」
620712416,3140400A2014,アスコルビン酸注射液１００ｍｇ「日医工」
620712601,3140400A4017,アスコルビン酸注５００ｍｇ「イセイ」
620712609,3140400A4017,アスコルビン酸注射液５００ｍｇ「トーワ」
620712610,3140400A4017,アスコルビン酸注５００ｍｇ「ＮＰ」
620712613,3140400A4017,アスコルビン酸注射液５００ｍｇ「ツルハラ」
620712622,3140400A4017,アスコルビン酸注射液５００ｍｇ「日医工」
620712704,3140400A5013,アスコルビン酸注１ｇ「ＮＰ」
620712706,3140400A5013,アスコルビン酸注射液１０００ｍｇ「トーワ」　１ｇ
620712803,3140400A6010,アスコルビン酸注射液２０００ｍｇ「トーワ」　２ｇ
620713301,3150002D1050,ユベ－Ｅ顆粒２０％
620713501,3150002F1280,トコフェロール酢酸エステル錠５０ｍｇ「トーワ」
620713606,3150002F1263,ビタミンＥ錠５０ｍｇ「ＮＰ」
620713802,3150002F1271,トコフェロール酢酸エステル錠５０ｍｇ「ファイザー」
620714101,3150002F2057,ユベ－Ｅ錠１００ｍｇ
620714201,3150002M1106,トコフェロール酢酸エステルカプセル１００ｍｇ「ＴＣ」
620714204,3150002M1092,トコフェロール酢酸エステルカプセル１００ｍｇ「セイコー」
620714402,3150002M1114,トコフェロール酢酸エステルカプセル１００ｍｇ「ファイザー」
620715001,3160001F1338,ビタミンＫ１錠５ｍｇ「ツルハラ」
620715001,3160001F1010,ビタミンＫ１錠５ｍｇ「ツルハラ」
620717601,3160401A6041,ケイツーＮ静注１０ｍｇ
620718101,3179100F1031,ビフロキシン配合錠
620718601,3179102F1030,アリチア配合錠
620719201,3179105F1034,トリドセラン配合錠
620719401,3179106F1039,ノイロビタン配合錠
620719501,3179107F1050,ビタマル配合錠
620719601,3179107F1041,ビタダン配合錠
620719901,3179108B1036,ビタメジン配合散
620720002,3179109M1082,シグマビタン配合カプセルＢ２５
620720101,3179109M1074,ビタメジン配合カプセルＢ２５
620720201,3179110M1034,ビタメジン配合カプセルＢ５０
620720901,3179115D1096,シナール配合顆粒
620721001,3179115D1100,シーピー配合顆粒
620721101,3179115D1118,デラキシー配合顆粒
620721201,3179115D1126,ビューシー配合顆粒
620721301,3179115F2034,シナール配合錠
620722301,3179122D1037,ワッサーＶ配合顆粒
620726603,3211001X1253,乳酸カルシウム水和物「シオエ」原末
620726631,3211001X1261,乳酸カルシウム「ＮｉｋＰ」
620726634,3211001X1270,乳酸カルシウム「ファイザー」原末
620727704,3215400A2017,塩化カルシウム注２％「ＮＰ」　２０ｍＬ
620728108,3221001X1101,ヨウ化カリウム「ニッコー」
620728109,3221001X1187,ヨウ化カリウム（山善）
620728118,3221001X1195,ヨウ化カリウム「日医工」
620728401,3221004B1027,ヨウレチン散０．０２％　２００μｇ
620729101,3222007G1033,フェロ・グラデュメット錠１０５ｍｇ
620729301,3222010N2022,フェルムカプセル１００ｍｇ　鉄１００ｍｇ
620730201,3222013F1157,クエン酸第一鉄Ｎａ錠５０ｍｇ「サワイ」　鉄５０ｍｇ
620730403,3222013F1173,クエン酸第一鉄Ｎａ錠５０ｍｇ「武田テバ」　鉄５０ｍｇ
620731007,3229001X1010,塩化カリウム「日医工」
620731801,3229005F1099,アスケート錠３００ｍｇ
620731803,3229005F1102,Ｌ－アスパラギン酸Ｋ錠３００ｍｇ「アメル」
620732901,3229102F1107,アスパラ配合錠　１５０ｍｇ
