管理番号,レセ電算名称,レセ電算コード,診療報酬点数表コード（Kコード）,ICD9CMコードの複数対応,ICD9CMコード1,ICD9CMコード2,ICD9CMコード3,ICD9CMコード4,ICD9CMコード5,細分類の有無,9CM用細分類数,9CM用細分類1,9CM用細分類2,9CM用細分類3,9CM用細分類4,9CM用細分類5,9CM用細分類6,9CM用細分類7,9CM用細分類8,9CM用細分類9,9CM用細分類10,9CM用細分類11,9CM用細分類12,9CM用細分類13,9CM用細分類14,9CM用細分類15,r_9CM_Ver,予備項目1,変更区分
36012,完全型房室中隔欠損症手術（心房及び心室中隔欠損パッチ閉鎖術）,150320810,K579-02,,3561,,,,,,,,,,,,,,,,,,,,,,20080331,,
36013,完全型房室中隔欠損症手術（ファロー四徴症手術を伴う）,150320910,K579-02,,3581,,,,,,,,,,,,,,,,,,,,,,20080331,,
35437,ファロー四徴症手術（右室流出路形成術を伴う）,150146510,K580-00,,3581,,,,,,,,,,,,,,,,,,,,,,20060401,,
35438,ファロー四徴症手術（末梢肺動脈形成術を伴う）,150146610,K580-00,,3581,,,,,,,,,,,,,,,,,,,,,,20060401,,
36014,肺動脈閉鎖症手術（単独）,150321010,K581-00,,3923,,,,,,,,,,,,,,,,,,,,,,20060401,,
36015,肺動脈閉鎖症手術（ラステリ手術を伴う）,150321110,K581-00,p,3923,3592.0,,,,,,,,,,,,,,,,,,,,,20060401,,
36016,肺動脈閉鎖症手術（巨大側副血管術を伴う）,150321210,K581-00,,3923,,,,,,,,,,,,,,,,,,,,,,20060401,,
30882,両大血管右室起始症手術（右室流出路形成を伴う）,150146810,K582-00,,3584,,,,,,,,,,,,,,,,,,,,,,19990630,,
35440,両大血管右室起始症手術（単独）,150146910,K582-00,,3584,,,,,,,,,,,,,,,,,,,,,,20060401,,
36017,両大血管右室起始症手術（タウシッヒ・ビング奇形手術）,150321310,K582-00,,3584,,,,,,,,,,,,,,,,,,,,,,20060401,,
35414,大血管転位症手術（心室中隔欠損閉鎖術を伴う）（１歳以上）,150139510,K583-00,,3542,,,,,,,,,,,,,,,,,,,,,,20060401,,
35421,大血管転位症手術（マスタード・セニング手術）（１歳以上）,150142510,K583-00,,3591,,,,,,,,,,,,,,,,,,,,,,20060401,,
35428,大血管転位症手術（ジャテーン手術）（１歳以上）,150145310,K583-00,,3584,,,,,,,,,,,,,,,,,,,,,,20060401,,
35441,大血管転位症手術（ラステリ手術を伴う）（１歳以上）,150147010,K583-00,,3584,,,,,,,,,,,,,,,,,,,,,,20080331,,
36110,大血管転位症手術（マスタード・セニング手術）（１歳未満）,150329810,K583-00,,3591,,,,,,,,,,,,,,,,,,,,,,20060401,,
36111,大血管転位症手術（ジャテーン手術）（１歳未満）,150329910,K583-00,,3584,,,,,,,,,,,,,,,,,,,,,,20060401,,
36112,大血管転位症手術（心室中隔欠損閉鎖術を伴う）（１歳未満）,150330010,K583-00,p,3584,3572.0,,,,,,,,,,,,,,,,,,,,,20060401,,
36113,大血管転位症手術（ラステリ手術を伴う）（１歳未満）,150330110,K583-00,p,3584,3592.0,,,,,,,,,,,,,,,,,,,,,20080331,,
36018,修正大血管転位症手術（心室中隔欠損パッチ閉鎖術）,150321410,K584-00,,3562,,,,,,,,,,,,,,,,,,,,,,20060401,,
36019,修正大血管転位症手術（根治手術（ダブルスイッチ手術））,150321510,K584-00,,3584,,,,,,,,,,,,,,,,,,,,,,20060401,,
30878,総動脈幹症手術,150147310,K585-00,,3583,,,,,,,,,,,,,,,,,,,,,,19990630,,
35418,三尖弁閉鎖症手術（両方向性グレン手術）,150141310,K586-00,,3594,,,,,,,,,,,,,,,,,,,,,,20080331,,
35439,単心室症手術（心室中隔造成術）（１歳以上）,150146710,K586-00,,3572,,,,,,,,,,,,,,,,,,,,,,20060401,,
36020,三尖弁閉鎖症手術（フォンタン手術）,150321610,K586-00,,3954,,,,,,,,,,,,,,,,,,,,,,20060401,,
36021,三尖弁閉鎖症手術（心室中隔造成術）（１歳以上）,150321710,K586-00,,3594,,,,,,,,,,,,,,,,,,,,,,20100630,,
36022,単心室症手術（両方向性グレン手術）,150321810,K586-00,,3921,,,,,,,,,,,,,,,,,,,,,,20080831,,
36023,単心室症手術（フォンタン手術）,150321910,K586-00,,3594,,,,,,,,,,,,,,,,,,,,,,20060401,,
36114,単心室症手術（心室中隔造成術）（１歳未満）,150330210,K586-00,,3598,,,,,,,,,,,,,,,,,,,,,,20060401,,
36115,三尖弁閉鎖症手術（心室中隔造成術）（１歳未満）,150330310,K586-00,,3594,,,,,,,,,,,,,,,,,,,,,,20100630,,
35732,左心低形成症候群手術（ノルウッド手術）（１歳以上）,150293010,K587-00,p,3699,390.0,3921,,,,,,,,,,,,,,,,,,,,20060401,,
36116,左心低形成症候群手術（ノルウッド手術）（１歳未満）,150330410,K587-00,p,3699,390.0,,,,,,,,,,,,,,,,,,,,,20060401,,
35429,冠動静脈瘻開胸的遮断術,150145510,K588-00,,3699,,,,,,,,,,,,,,,,,,,,,,20060401,,
30903,冠動脈起始異常症手術,150145410,K589-00,p,3699,3961.0,,,,,,,,,,,,,,,,,,,,,19990630,,
36024,心室憩室切除術,150322010,K590-00,,3733,,,,,,,,,,,,,,,,,,,,,,20060401,,
36025,心臓脱手術,150322110,K591-00,,374,,,,,,,,,,,,,,,,,,,,,,20060401,,
30971,肺動脈塞栓除去術,150144310,K592-00,,3805,,,,,,,,,,,,,,,,,,,,,,19990630,,
36317,肺動脈血栓内膜摘除術,150346610,K592-02,,3815,,,,,,,,,,,,,,,,,,,,,,20100630,,
30970,肺静脈血栓除去術,150144810,K593-00,,3805,,,,,,,,,,,,,,,,,,,,,,19990630,,
30944,不整脈手術（心室頻拍症手術）,150253910,K594-00,,3799,,,,,,,,,,,,,,,,,,,,,,19990630,,
30945,不整脈手術（副伝導路切断術）,150253810,K594-00,,3799,,,,,,,,,,,,,,,,,,,,,,19990630,,
35690,不整脈手術（メイズ手術）,150275610,K594-00,,3799,,,,,,,,,,,,,,,,,,,,,,20060401,,
36318,経皮的カテーテル心筋焼灼術（心房中隔穿刺、心外膜アプローチ）,150346710,K595-00,,3734,,,,,,,,,,,,,,,,,,,,,,20100630,,
36319,三次元カラーマッピング加算,150346870,K595-00,u,-,,,,,,,,,,,,,,,,,,,,,,20100630,,
30931,経皮的カテーテル心筋焼灼術（その他）,150262810,K595-00,,3734,,,,,,,,,,,,,,,,,,,,,,20100630,,
35073,経皮的中隔心筋焼灼術,150303310,K595-02,,3734,,,,,,,,,,,,,,,,,,,,,,20040401,,
30938,ペースメーカー移植術（心筋電極）,150140110,K597-00,p,3780,3774.0,,,,,,,,,,,,,,,,,,,,,19990630,,
30939,ペースメーカー移植術（経静脈電極）,150140210,K597-00,p,3780,3770.0,,,,,,,,,,,,,,,,,,,,,19990630,,
35416,ペースメーカー交換術,150140410,K597-02,,3785,,,,,,,,,,,,,,,,,,,,,,20060401,,
35746,両心室ペースメーカー移植術,150303210,K598-00,u,-,,,,,1.0,2.0,35747.0,35748.0,,,,,,,,,,,,,,20060401,,
36026,両心室ペースメーカー交換術,150322210,K598-02,u,-,,,,,1.0,2.0,36027.0,36028.0,,,,,,,,,,,,,,20060401,,
30936,大動脈バルーンパンピング法（ＩＡＢＰ法）（初日）,150148010,K600-00,,3761,,,,,,,,,,,,,,,,,,,,,,20100630,,
30937,大動脈バルーンパンピング法（ＩＡＢＰ法）（２日目以降）,150148110,K600-00,,3761,,,,,,,,,,,,,,,,,,,,,,19990630,,
36322,逆行性冠灌流併施加算（人工心肺）,150347170,K601-00,u,-,,,,,,,,,,,,,,,,,,,,,,20100630,,
31160,人工心肺（初日）,150147610,K601-00,,3961,,,,,,,,,,,,,,,,,,,,,,20100630,,
31161,人工心肺（２日目以降）,150147910,K601-00,,3961,,,,,,,,,,,,,,,,,,,,,,20100630,,
34572,補助循環併施加算（人工心肺）,150147770,K601-00,u,-,,,,,,,,,,,,,,,,,,,,,,20100630,,
34573,選択的冠灌流併施加算（人工心肺）,150147870,K601-00,u,-,,,,,,,,,,,,,,,,,,,,,,20100630,,
34668,選択的脳灌流併施加算（人工心肺）,150275870,K601-00,u,-,,,,,,,,,,,,,,,,,,,,,,20100630,,
30935,経皮的心肺補助法（初日）,150262910,K602-00,,3761,,,,,,,,,,,,,,,,,,,,,,20100630,,
34667,経皮的心肺補助法（２日目以降）,150275710,K602-00,u,-,,,,,,,,,,,,,,,,,,,,,,20100630,,
31162,補助人工心臓（初日）,150266110,K603-00,,3961,,,,,,,,,,,,,,,,,,,,,,20100630,,
31163,補助人工心臓（２日目以降３０日目まで）,150266210,K603-00,,3961,,,,,,,,,,,,,,,,,,,,,,20100630,,
35052,補助人工心臓（３１日目以降）,150301810,K603-00,,3961,,,,,,,,,,,,,,,,,,,,,,20100630,,
36029,移植用心採取術,150322310,K605-00,u,-,,,,,,,,,,,,,,,,,,,,,,20060401,,
36522,腹腔鏡下造腟術,150365810,K859-02,,7061,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36523,子宮鏡下子宮内膜焼灼術,150365910,K863-03,,6732,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36524,腹腔鏡下子宮腟上部切断術,150366010,K876-02,,683,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36525,腹腔鏡下卵管形成術,150366110,K890-03,,6679,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36526,内視鏡的胎盤吻合血管レーザー焼灼術,150366210,K910-02,,7599,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36527,血管露出術加算,150366370,K920-00,u,-,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36528,血小板洗浄術加算,150366470,K920-00,u,-,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36529,輸血適正使用加算（輸血管理料１）,150366570,K920-02,u,-,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36530,輸血適正使用加算（輸血管理料２）,150366670,K920-02,u,-,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36531,自己生体組織接着剤作成術,150366770,K924-00,u,-,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36532,副鼻腔手術用骨軟部組織切除機器加算,150366810,K934-02,u,-,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36533,腹腔鏡下食道静脈瘤手術（胃上部血行遮断術）,150366910,K532-03,,4291,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36534,抗ＨＬＡ抗体検査加算,150367070,K922-00,u,-,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36535,術中血管等描出撮影加算,150367110,K939-02,u,-,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36536,人工肛門・人工膀胱造設術前処置加算,150367210,K939-03,u,-,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36537,内視鏡手術用支援機器加算,150367310,K939-04,u,-,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36538,肝切除術（部分切除）（１歳未満）,150367510,K695-00,,5022,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36539,肝切除術（亜区域切除）（１歳未満）,150367610,K695-00,,5022,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36540,肝切除術（外側区域切除）（１歳未満）,150367710,K695-00,,5022,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36541,肝切除術（１区域切除（外側区域切除を除く））（１歳未満）,150367810,K695-00,,5022,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36542,肝切除術（２区域切除）（１歳未満）,150367910,K695-00,,5022,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36543,肝切除術（３区域切除以上）（１歳未満）,150368010,K695-00,,5022,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36544,肝切除術（２区域切除以上で血行再建）（１歳未満）,150368110,K695-00,,5022,,,,,,,,,,,,,,,,,,,,,,20120401,,3.0
36030,同種心移植術,150322410,K605-02,,375,,,,,,,,,,,,,,,,,,,,,,20060401,,
36031,移植用心肺採取術,150322510,K605-03,u,-,,,,,,,,,,,,,,,,,,,,,,20060401,,
36032,同種心肺移植術,150322610,K605-04,,336,,,,,,,,,,,,,,,,,,,,,,20060401,,
30946,血管露出術,150148210,K606-00,,3800,,,,,1.0,3.0,30981.0,30978.0,30957.0,,,,,,,,,,,,,19990630,,
34291,血管結紮術（その他）,150148610,K607-00,,3880,,,,,1.0,5.0,31040.0,31061.0,31062.0,31042.0,31045.0,,,,,,,,,,,19990630,,
34292,血管結紮術（開胸を伴う）,150148310,K607-00,u,-,,,,,1.0,2.0,31046.0,31050.0,,,,,,,,,,,,,,19990630,,
34293,血管結紮術（開腹を伴う）,150148410,K607-00,u,-,,,,,1.0,3.0,31047.0,31056.0,31059.0,,,,,,,,,,,,,19990630,,
35444,血管縫合術（簡単）,150148750,K607-02,,3930,,,,,1.0,2.0,35445.0,35446.0,,,,,,,,,,,,,,20060401,,
35759,上腕動脈表在化法,150306550,K607-03,,3803,,,,,,,,,,,,,,,,,,,,,,20060401,,
34453,動脈血栓除去術（その他）（観血的）,150149350,K608-00,,3800,,,,,1.0,4.0,30979.0,30950.0,30955.0,30959.0,,,,,,,,,,,,20080331,,
34454,動脈血栓除去術（開胸を伴う）,150254050,K608-00,u,-,,,,,1.0,2.0,30962.0,30968.0,,,,,,,,,,,,,,20080331,,
34455,動脈血栓除去術（開腹を伴う）,150149250,K608-00,u,-,,,,,1.0,2.0,30973.0,30963.0,,,,,,,,,,,,,,20080331,,
34457,動脈塞栓除去術（その他）（観血的）,150149110,K608-00,,3800,,,,,1.0,4.0,30960.0,30980.0,30951.0,30956.0,,,,,,,,,,,,19990630,,
34458,動脈塞栓除去術（開胸を伴う）,150149010,K608-00,u,-,,,,,1.0,2.0,30964.0,30969.0,,,,,,,,,,,,,,19990630,,
34459,動脈塞栓除去術（開腹を伴う）,150148910,K608-00,u,-,,,,,1.0,2.0,30965.0,30974.0,,,,,,,,,,,,,,19990630,,
31102,外シャント血栓除去術,150001650,K608-02,,3949,,,,,,,,,,,,,,,,,,,,,,19990630,,
31179,内シャント血栓除去術,150148850,K608-03,,3999,,,,,,,,,,,,,,,,,,,,,,19990630,,
30989,動脈血栓内膜摘出術（大動脈に及ぶ）,150149410,K609-00,,3814,,,,,,,,,,,,,,,,,,,,,,19990630,,
34456,動脈血栓内膜摘出術（その他）,150149510,K609-00,,3810,,,,,1.0,6.0,30983.0,30988.0,30990.0,30992.0,30991.0,30987.0,,,,,,,,,,19990630,,
36033,動脈血栓内膜摘出術（内頸動脈）,150322710,K609-00,,3812,,,,,,,,,,,,,,,,,,,,,,20060401,,
36201,経皮的頸動脈ステント留置術,150337110,K609-02,,3990,,,,,,,,,,,,,,,,,,,,,,20080331,,
34448,動脈形成術、吻合術（指の動脈）,150276010,K610-00,u,-,,,,,1.0,8.0,31096.0,31152.0,31103.0,31087.0,31111.0,31137.0,31122.0,31127.0,,,,,,,,20020228,,
34449,動脈形成術、吻合術（その他の動脈）,150150610,K610-00,u,-,,,,,1.0,8.0,31112.0,31153.0,31123.0,31138.0,31088.0,31128.0,31104.0,31097.0,,,,,,,,19990630,,
34450,動脈形成術、吻合術（胸腔内動脈）（大動脈を除く）,150150410,K610-00,u,-,,,,,1.0,8.0,31105.0,31098.0,31113.0,31129.0,31154.0,31089.0,31139.0,31124.0,,,,,,,,19990630,,
34451,動脈形成術、吻合術（頭蓋内動脈）,150150310,K610-00,u,-,,,,,1.0,9.0,31155.0,31114.0,31140.0,31080.0,31090.0,31130.0,31099.0,31125.0,31106.0,,,,,,,19990630,,
34452,動脈形成術、吻合術（腹腔内動脈）（大動脈を除く）,150150510,K610-00,u,-,,,,,1.0,8.0,31091.0,31141.0,31156.0,31100.0,31115.0,31107.0,31126.0,31131.0,,,,,,,,19990630,,
34864,脳新生血管造成術,150299250,K610-02,,0292,,,,,,,,,,,,,,,,,,,,,,20020228,,
31079,外シャント設置術,150151250,K610-03,,3993,,,,,,,,,,,,,,,,,,,,,,20080331,,
31165,内シャント設置術,150151150,K610-03,,3927,,,,,,,,,,,,,,,,,,,,,,20080331,,
34336,四肢の血管吻合術,150151350,K610-04,u,-,,,,,1.0,2.0,31083.0,31095.0,,,,,,,,,,,,,,19990630,,
35447,血管吻合術及び神経再接合術（上腕動脈、正中神経及び尺骨神経）,150151450,K610-05,p,3959,479.0,,,,,,,,,,,,,,,,,,,,,20060401,,
31092,末梢動静脈瘻造設術,150151710,K612-00,,3929,,,,,,,,,,,,,,,,,,,,,,19990630,,
35450,腎血管性高血圧症手術（経皮的腎血管拡張術）,150152010,K613-00,,3959,,,,,,,,,,,,,,,,,,,,,,20060401,,
31086,動脈間バイパス造成術（自家血管使用）,150153450,K614-00,,3929,,,,,,,,,,,,,,,,,,,,,,19990630,,
34286,血管移植術、バイパス移植術（その他の動脈）,150152710,K614-00,u,-,,,,,1.0,2.0,31132.0,31081.0,,,,,,,,,,,,,,19990630,,
34287,血管移植術、バイパス移植術（胸腔内動脈）,150152310,K614-00,u,-,,,,,1.0,2.0,31133.0,31072.0,,,,,,,,,,,,,,19990630,,
34288,血管移植術、バイパス移植術（大動脈）,150152210,K614-00,u,-,,,,,1.0,5.0,31075.0,31074.0,31076.0,31069.0,31134.0,,,,,,,,,,,19990630,,
34289,血管移植術、バイパス移植術（頭、頸部動脈）,150152510,K614-00,u,-,,,,,1.0,2.0,31082.0,31135.0,,,,,,,,,,,,,,19990630,,
34290,血管移植術、バイパス移植術（腹腔内動脈）,150152410,K614-00,u,-,,,,,1.0,2.0,31136.0,31077.0,,,,,,,,,,,,,,19990630,,
35675,ボタロー管開存閉鎖術,150267850,K562-00,,3885,,,,,,,,,,,,,,,,,,,,,,20060401,,
36323,経皮的大動脈遮断術,150347210,K615-02,,3891,,,,,,,,,,,,,,,,,,,,,,20100630,,
31110,四肢の血管拡張術・血栓除去術,150153810,K616-00,,3950,,,,,,,,,,,,,,,,,,,,,,19990630,,
30449,頸動脈球摘出術,150157150,K616-02,,2051,,,,,,,,,,,,,,,,,,,,,,19990630,,
36324,経皮的胸部血管拡張術（先天性心疾患術後）,150347310,K616-03,,3601,,,,,,,,,,,,,,,,,,,,,,20100630,,
30999,下肢静脈瘤手術（抜去切除術）,150154010,K617-00,,3859,,,,,,,,,,,,,,,,,,,,,,20020228,,
31164,下肢静脈瘤手術（硬化療法）,150263410,K617-00,,3992,,,,,,,,,,,,,,,,,,,,,,20020228,,
34776,下肢静脈瘤手術（高位結紮術）,150296510,K617-00,,3859,,,,,,,,,,,,,,,,,,,,,,20020228,,
35457,大伏在静脈抜去術,150154150,K617-02,,3869,,,,,,,,,,,,,,,,,,,,,,20060401,,
35198,静脈瘤切除術（下肢以外）,150001750,K617-03,,3850,,,,,1.0,5.0,35199.0,35200.0,35201.0,35202.0,35203.0,,,,,,,,,,,20060401,,
30976,静脈血栓摘出術（開腹を伴う）,150154210,K619-00,,3807,,,,,,,,,,,,,,,,,,,,,,19990630,,
35458,総腸骨静脈及び股静脈血栓除去術,150154430,K619-02,,3807,,,,,,,,,,,,,,,,,,,,,,20060401,,
31066,門脈体循環静脈吻合術（門脈圧亢進症手術）,150154510,K621-00,,391,,,,,,,,,,,,,,,,,,,,,,19990630,,
31070,胸管内頸静脈吻合術,150154610,K622-00,,3923,,,,,,,,,,,,,,,,,,,,,,19990630,,
34410,静脈形成術、吻合術（指の静脈）,150276110,K623-00,u,-,,,,,1.0,2.0,31084.0,31146.0,,,,,,,,,,,,,,20020228,,
34411,静脈形成術、吻合術（その他の静脈）,150154910,K623-00,u,-,,,,,1.0,2.0,31147.0,31085.0,,,,,,,,,,,,,,19990630,,
34412,静脈形成術、吻合術（胸腔内静脈）,150154710,K623-00,u,-,,,,,1.0,2.0,31073.0,31148.0,,,,,,,,,,,,,,19990630,,
34413,静脈形成術、吻合術（腹腔内静脈）,150154810,K623-00,u,-,,,,,1.0,2.0,31149.0,31078.0,,,,,,,,,,,,,,19990630,,
31067,脾腎静脈吻合術,150157650,K623-02,,391,,,,,,,,,,,,,,,,,,,,,,19990630,,
31182,リンパ管腫摘出術（長径５ｃｍ以上）,150155510,K625-00,,4029,,,,,,,,,,,,,,,,,,,,,,19990630,,
31183,リンパ管腫摘出術（長径５ｃｍ未満）,150155410,K625-00,,4029,,,,,,,,,,,,,,,,,,,,,,19990630,,
31184,リンパ節摘出術（長径３ｃｍ以上）,150155710,K626-00,,4029,,,,,,,,,,,,,,,,,,,,,,19990630,,
31185,リンパ節摘出術（長径３ｃｍ未満）,150155610,K626-00,,4029,,,,,,,,,,,,,,,,,,,,,,19990630,,
34768,リンパ節膿瘍切開術,150293110,K626-02,,400,,,,,,,,,,,,,,,,,,,,,,20020228,,
31186,リンパ節群郭清術（頸部）（深在性）,150156410,K627-00,,4040,,,,,1.0,2.0,31188.0,31190.0,,,,,,,,,,,,,,19990630,,
31193,リンパ節群郭清術（腋窩）,150156610,K627-00,,4051,,,,,,,,,,,,,,,,,,,,,,19990630,,
31194,リンパ節群郭清術（鼠径部及び股部）,150156810,K627-00,,4054,,,,,,,,,,,,,,,,,,,,,,19990630,,
31196,リンパ節群郭清術（顎下部又は舌下部）（浅在性）,150156210,K627-00,,4059,,,,,,,,,,,,,,,,,,,,,,19990630,,
31197,リンパ節群郭清術（胸骨旁）,150156710,K627-00,,4059,,,,,,,,,,,,,,,,,,,,,,19990630,,
31198,リンパ節群郭清術（後腹膜）,150156910,K627-00,,4059,,,,,,,,,,,,,,,,,,,,,,19990630,,
31199,リンパ節群郭清術（鎖骨上窩及び下窩）,150156510,K627-00,,4059,,,,,,,,,,,,,,,,,,,,,,19990630,,
36034,リンパ節群郭清術（骨盤）,150322810,K627-00,,4059,,,,,,,,,,,,,,,,,,,,,,20060401,,
31204,リンパ管吻合術,150157510,K628-00,,409,,,,,,,,,,,,,,,,,,,,,,19990630,,
31902,腹壁膿瘍切開術,150157810,K630-00,,540,,,,,,,,,,,,,,,,,,,,,,19990630,,
31962,腹壁瘻手術（腹壁に限局）,150157910,K631-00,,5472,,,,,,,,,,,,,,,,,,,,,,19990630,,
31963,腹壁瘻手術（腹腔に通ずる）,150158010,K631-00,,5473,,,,,,,,,,,,,,,,,,,,,,19990630,,
31908,腹壁腫瘍摘出術（形成手術を必要としない）,150158210,K632-00,,543,,,,,,,,,,,,,,,,,,,,,,19990630,,
31909,腹壁腫瘍摘出術（形成手術を必要とする）,150158310,K632-00,p,543,5472.0,,,,,,,,,,,,,,,,,,,,,19990630,,
31865,鼠径ヘルニア手術,150159010,K633-00,,5300,,,,,1.0,1.0,31869.0,,,,,,,,,,,,,,,19990630,,
31874,臍ヘルニア手術,150158810,K633-00,,5349,,,,,,,,,,,,,,,,,,,,,,19990630,,
31875,臍帯ヘルニア手術,150158910,K633-00,,5349,,,,,,,,,,,,,,,,,,,,,,19990630,,
31876,腹壁瘢痕ヘルニア手術,150158410,K633-00,,5351,,,,,,,,,,,,,,,,,,,,,,19990630,,
31877,半月状線ヘルニア手術,150158510,K633-00,,5359,,,,,,,,,,,,,,,,,,,,,,19990630,,
31878,腹直筋離開手術,150158710,K633-00,,5359,,,,,1.0,1.0,31879.0,,,,,,,,,,,,,,,19990630,,
31894,会陰ヘルニア手術,150251210,K633-00,,539,,,,,,,,,,,,,,,,,,,,,,19990630,,
31896,腰ヘルニア手術,150159210,K633-00,,539,,,,,,,,,,,,,,,,,,,,,,19990630,,
31897,坐骨ヘルニア手術,150251110,K633-00,,539,,,,,,,,,,,,,,,,,,,,,,19990630,,
31898,内ヘルニア手術,150159410,K633-00,,539,,,,,,,,,,,,,,,,,,,,,,19990630,,
31899,閉鎖孔ヘルニア手術,150159310,K633-00,,539,,,,,,,,,,,,,,,,,,,,,,19990630,,
34021,白線ヘルニア手術,150158610,K633-00,,5359,,,,,,,,,,,,,,,,,,,,,,19990630,,
34428,大腿ヘルニア手術,150159110,K633-00,p,532,533.0,,,,,,,31873.0,,,,,,,,,,,,,,19990630,,
35665,腹腔鏡下鼠径ヘルニア手術（両側）,150263610,K634-00,,5310,,,,,,,,,,,,,,,,,,,,,,20080331,,
31990,胸水・腹水濾過濃縮再静注法,150159710,K635-00,,5491,,,,,,,,,,,,,,,,,,,,,,20100630,,
31993,腹腔・静脈シャントバルブ設置術,150260450,K635-02,,5494,,,,,,,,,,,,,,,,,,,,,,19990630,,
36035,連続携行式腹膜灌流用カテーテル腹腔内留置術,150322910,K635-03,,5425,,,,,,,,,,,,,,,,,,,,,,20060401,,
34022,試験開腹術,150160010,K636-00,,5411,,,,,,,,,,,,,,,,,,,,,,19990630,,
36325,ダメージコントロール手術,150347410,K636-02,,5419,,,,,,,,,,,,,,,,,,,,,,20100630,,
31673,限局性腹腔膿瘍手術（虫垂周囲膿瘍）,150160310,K637-00,,472,,,,,,,,,,,,,,,,,,,,,,19990630,,
31906,限局性腹腔膿瘍手術（その他）,150160410,K637-00,,5419,,,,,,,,,,,,,,,,,,,,,,19990630,,
31907,限局性腹腔膿瘍手術（横隔膜下膿瘍）,150160110,K637-00,,5419,,,,,,,,,,,,,,,,,,,,,,19990630,,
32394,限局性腹腔膿瘍手術（ダグラス窩膿瘍）,150160210,K637-00,,7012,,,,,,,,,,,,,,,,,,,,,,19990630,,
35459,骨盤腹膜外膿瘍切開排膿術,150160610,K638-00,,540,,,,,,,,,,,,,,,,,,,,,,20060401,,
31904,急性汎発性腹膜炎手術,150160810,K639-00,,5419,,,,,,,,,,,,,,,,,,,,,,19990630,,
31905,結核性腹膜炎手術,150160950,K639-02,,5419,,,,,,,,,,,,,,,,,,,,,,19990630,,
31989,腸間膜損傷手術（縫合、修復のみ）,150161110,K640-00,,5475,,,,,,,,,,,,,,,,,,,,,,20020228,,
34436,腸間膜損傷手術（腸管切除を伴う）,150161310,K640-00,u,-,,,,,1.0,15.0,31966.0,31967.0,31968.0,31970.0,31971.0,31972.0,31973.0,31976.0,31980.0,31982.0,31983.0,31985.0,31986.0,31987.0,31988.0,19990630,,
31953,大網切除術,150161410,K641-00,,544,,,,,,,,,,,,,,,,,,,,,,20020228,,
31952,大網、腸間膜、後腹膜腫瘍摘出術（腸切除を伴わない）,150161510,K642-00,,544,,,,,,,,,,,,,,,,,,,,,,20020228,,
34432,大網、腸間膜、後腹膜腫瘍摘出術（腸切除を伴う）,150161610,K642-00,u,-,,,,,1.0,15.0,31931.0,31932.0,31933.0,31934.0,31936.0,31938.0,31939.0,31940.0,31942.0,31943.0,31944.0,31946.0,31947.0,31950.0,31951.0,20020228,,
31927,後腹膜悪性腫瘍手術,150162310,K643-00,p,544,403.0,,,,,,,,,,,,,,,,,,,,,20020228,,
31662,臍腸管瘻手術（腸管切除を伴わない）,150162610,K644-00,,543,,,,,,,,,,,,,,,,,,,,,,20020228,,
34521,臍腸管瘻手術（腸管切除を伴う）,150162710,K644-00,u,-,,,,,1.0,2.0,31911.0,31918.0,,,,,,,,,,,,,,19990630,,
34333,骨盤内臓全摘術,150245310,K645-00,u,-,,,,,1.0,2.0,34037.0,34045.0,,,,,,,,,,,,,,19990630,,
31055,胃血管結紮術（急性胃出血手術）,150162910,K646-00,,3886,,,,,,,,,,,,,,,,,,,,,,19990630,,
31469,胃縫合術（大網充填術又は被覆術を含む）,150163010,K647-00,,4461,,,,,,,,,,,,,,,,,,,,,,20030401,,
35687,腹腔鏡下胃、十二指腸潰瘍穿孔縫合術,150271650,K647-02,u,-,,,,,1.0,2.0,35685.0,35686.0,,,,,,,,,,,,,,20060401,,
31307,胃切開術,150163110,K648-00,,430,,,,,,,,,,,,,,,,,,,,,,20080331,,
31471,胃吊上げ固定術（胃下垂症手術）,150163710,K649-00,,4464,,,,,,,,,,,,,,,,,,,,,,19990630,,
